# OpenTelemetry Metrics report: .gz, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See BasicCsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.executionTime90PNs,1710677819968000000,1710677879990000000,7569407
AWTEventQueue.dispatchTime90PNs,1710677819968000000,1710677879990000000,23592959
FlushQueue.waitingTimeAvgNs,1710677819968000000,1710677879990000000,1.1009515784601638E9
AWTEventQueue.eventsDispatched,1710677819968000000,1710677879990000000,2931
NonBlockingReadAction.finalizedExecutionTimeUs,1710677819968000000,1710677879990000000,75331943
FlushQueue.waitingTimeMaxNs,1710677819968000000,1710677879990000000,7247757311
FlushQueue.tasksExecuted,1710677819968000000,1710677879990000000,2686
FlushQueue.executionTimeAvgNs,1710677819968000000,1710677879990000000,8763809.769545794
FlushQueue.waitingTime90PNs,1710677819968000000,1710677879990000000,3439329279
NonBlockingReadAction.failedExecutionsCount,1710677819968000000,1710677879990000000,15
AWTEventQueue.dispatchTimeAvgNs,1710677819968000000,1710677879990000000,1.5551510583418628E7
AWTEventQueue.dispatchTimeMaxNs,1710677819968000000,1710677879990000000,5066719231
FlushQueue.queueSizeMax,1710677819968000000,1710677879990000000,303
FlushQueue.queueSize90P,1710677819968000000,1710677879990000000,194
NonBlockingReadAction.finalizedExecutionsCount,1710677819968000000,1710677879990000000,3393
FlushQueue.queueSizeAvg,1710677819968000000,1710677879990000000,70.14854802680566
NonBlockingReadAction.failedExecutionTimeUs,1710677819968000000,1710677879990000000,4048616
FlushQueue.executionTimeMaxNs,1710677819968000000,1710677879990000000,5033164799
FileNameCache.totalMisses,1710677819968000000,1710677879990000000,135392
FileNameCache.fastMisses,1710677819968000000,1710677879990000000,286952
FileNameCache.queries,1710677819968000000,1710677879990000000,6976908
FilePageCache.pageLoads,1710677819968000000,1710677879990000000,1228
FilePageCache.maxRegisteredFiles,1710677819968000000,1710677879990000000,702
FilePageCache.pageLoadsAboveSizeThreshold,1710677819968000000,1710677879990000000,0
StorageLockContext.competingThreads.90P,1710677819968000000,1710677879990000000,0
FilePageCache.capacityInBytes,1710677819968000000,1710677879990000000,524288000
StorageLockContext.competingThreads.max,1710677819968000000,1710677879990000000,1
FilePageCache.maxCacheSizeInBytes,1710677819968000000,1710677879990000000,334708736
FilePageCache.pageHits,1710677819968000000,1710677879990000000,72790
FilePageCache.pageFastCacheHits,1710677819968000000,1710677879990000000,2646813
DirectByteBufferAllocator.hits,1710677819968000000,1710677879990000000,0
DirectByteBufferAllocator.misses,1710677819968000000,1710677879990000000,1228
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1710677819968000000,1710677879990000000,0
FilePageCache.totalPageDisposalsUs,1710677819968000000,1710677879990000000,47419
StorageLockContext.competingThreads.avg,1710677819968000000,1710677879990000000,0.017391304347826087
DirectByteBufferAllocator.reclaimed,1710677819968000000,1710677879990000000,0
FilePageCache.totalPageLoadsUs,1710677819968000000,1710677879990000000,728893
DirectByteBufferAllocator.disposed,1710677819968000000,1710677879990000000,3
FilePageCache.disposedBuffers,1710677819968000000,1710677879990000000,3
FilePageCache.uncachedFileAccess,1710677819968000000,1710677879990000000,201
NonBlockingReadAction.finalizedExecutionTimeUs,1710677879990000000,1710677898693000000,99510375
NonBlockingReadAction.failedExecutionsCount,1710677879990000000,1710677898693000000,33
NonBlockingReadAction.finalizedExecutionsCount,1710677879990000000,1710677898693000000,22915
NonBlockingReadAction.failedExecutionTimeUs,1710677879990000000,1710677898693000000,1216806
FileNameCache.totalMisses,1710677879990000000,1710677898693000000,9469
FileNameCache.fastMisses,1710677879990000000,1710677898693000000,34293
FileNameCache.queries,1710677879990000000,1710677898693000000,2251795
FilePageCache.pageLoads,1710677879990000000,1710677898693000000,348
FilePageCache.maxRegisteredFiles,1710677879990000000,1710677898693000000,702
FilePageCache.pageLoadsAboveSizeThreshold,1710677879990000000,1710677898693000000,0
StorageLockContext.competingThreads.90P,1710677879990000000,1710677898693000000,1
FilePageCache.capacityInBytes,1710677879990000000,1710677898693000000,524288000
StorageLockContext.competingThreads.max,1710677879990000000,1710677898693000000,8
FilePageCache.maxCacheSizeInBytes,1710677879990000000,1710677898693000000,365002752
FilePageCache.pageHits,1710677879990000000,1710677898693000000,6612
FilePageCache.pageFastCacheHits,1710677879990000000,1710677898693000000,4996549
DirectByteBufferAllocator.hits,1710677879990000000,1710677898693000000,0
DirectByteBufferAllocator.misses,1710677879990000000,1710677898693000000,348
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1710677879990000000,1710677898693000000,0
FilePageCache.totalPageDisposalsUs,1710677879990000000,1710677898693000000,1910
StorageLockContext.competingThreads.avg,1710677879990000000,1710677898693000000,0.3783783783783784
DirectByteBufferAllocator.reclaimed,1710677879990000000,1710677898693000000,0
FilePageCache.totalPageLoadsUs,1710677879990000000,1710677898693000000,107525
DirectByteBufferAllocator.disposed,1710677879990000000,1710677898693000000,1573
FilePageCache.disposedBuffers,1710677879990000000,1710677898693000000,1573
FilePageCache.uncachedFileAccess,1710677879990000000,1710677898693000000,192
