# OpenTelemetry Metrics report: .gz, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See BasicCsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.pageLoads,1710838158018000000,1710838218087000000,269
StorageLockContext.competingThreads.90P,1710838158018000000,1710838218087000000,0
StorageLockContext.competingThreads.avg,1710838158018000000,1710838218087000000,0.0603448275862069
DirectByteBufferAllocator.disposed,1710838158018000000,1710838218087000000,3
FilePageCache.capacityInBytes,1710838158018000000,1710838218087000000,524288000
StorageLockContext.competingThreads.max,1710838158018000000,1710838218087000000,7
FilePageCache.pageHits,1710838158018000000,1710838218087000000,9
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1710838158018000000,1710838218087000000,0
FilePageCache.totalPageLoadsUs,1710838158018000000,1710838218087000000,364293
FilePageCache.pageLoadsAboveSizeThreshold,1710838158018000000,1710838218087000000,0
DirectByteBufferAllocator.misses,1710838158018000000,1710838218087000000,269
FilePageCache.maxCacheSizeInBytes,1710838158018000000,1710838218087000000,268591104
FilePageCache.totalPageDisposalsUs,1710838158018000000,1710838218087000000,2136
DirectByteBufferAllocator.hits,1710838158018000000,1710838218087000000,0
FilePageCache.disposedBuffers,1710838158018000000,1710838218087000000,3
DirectByteBufferAllocator.reclaimed,1710838158018000000,1710838218087000000,0
FilePageCache.pageFastCacheHits,1710838158018000000,1710838218087000000,17792
FilePageCache.maxRegisteredFiles,1710838158018000000,1710838218087000000,614
FilePageCache.uncachedFileAccess,1710838158018000000,1710838218087000000,140
FileNameCache.totalMisses,1710838158018000000,1710838218087000000,113
FileNameCache.queries,1710838158018000000,1710838218087000000,8706
FileNameCache.fastMisses,1710838158018000000,1710838218087000000,142
AWTEventQueue.eventsDispatched,1710838158018000000,1710838218087000000,1650
FlushQueue.tasksExecuted,1710838158018000000,1710838218087000000,1733
FlushQueue.waitingTimeMaxNs,1710838158018000000,1710838218087000000,2432696319
FlushQueue.queueSizeAvg,1710838158018000000,1710838218087000000,0.35487593768032316
FlushQueue.waitingTimeAvgNs,1710838158018000000,1710838218087000000,2.1515721130986728E7
FlushQueue.executionTimeMaxNs,1710838158018000000,1710838218087000000,2483027967
AWTEventQueue.dispatchTimeMaxNs,1710838158018000000,1710838218087000000,2499805183
FlushQueue.queueSizeMax,1710838158018000000,1710838218087000000,17
FlushQueue.executionTime90PNs,1710838158018000000,1710838218087000000,2056191
AWTEventQueue.dispatchTime90PNs,1710838158018000000,1710838218087000000,4947967
AWTEventQueue.dispatchTimeAvgNs,1710838158018000000,1710838218087000000,4812730.453333333
FlushQueue.queueSize90P,1710838158018000000,1710838218087000000,1
FlushQueue.waitingTime90PNs,1710838158018000000,1710838218087000000,2359295
FlushQueue.executionTimeAvgNs,1710838158018000000,1710838218087000000,2853220.920946336
FilePageCache.pageLoads,1710838218087000000,1710838278080000000,154
StorageLockContext.competingThreads.90P,1710838218087000000,1710838278080000000,0
StorageLockContext.competingThreads.avg,1710838218087000000,1710838278080000000,0.0
DirectByteBufferAllocator.disposed,1710838218087000000,1710838278080000000,0
FilePageCache.capacityInBytes,1710838218087000000,1710838278080000000,524288000
StorageLockContext.competingThreads.max,1710838218087000000,1710838278080000000,0
FilePageCache.pageHits,1710838218087000000,1710838278080000000,2306
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1710838218087000000,1710838278080000000,0
FilePageCache.totalPageLoadsUs,1710838218087000000,1710838278080000000,88700
FilePageCache.pageLoadsAboveSizeThreshold,1710838218087000000,1710838278080000000,0
DirectByteBufferAllocator.misses,1710838218087000000,1710838278080000000,154
FilePageCache.maxCacheSizeInBytes,1710838218087000000,1710838278080000000,284418048
FilePageCache.totalPageDisposalsUs,1710838218087000000,1710838278080000000,17443
DirectByteBufferAllocator.hits,1710838218087000000,1710838278080000000,0
FilePageCache.disposedBuffers,1710838218087000000,1710838278080000000,0
DirectByteBufferAllocator.reclaimed,1710838218087000000,1710838278080000000,0
FilePageCache.pageFastCacheHits,1710838218087000000,1710838278080000000,97232
FilePageCache.maxRegisteredFiles,1710838218087000000,1710838278080000000,620
FilePageCache.uncachedFileAccess,1710838218087000000,1710838278080000000,12
FileNameCache.totalMisses,1710838218087000000,1710838278080000000,2326
FileNameCache.queries,1710838218087000000,1710838278080000000,345775
FileNameCache.fastMisses,1710838218087000000,1710838278080000000,8495
AWTEventQueue.eventsDispatched,1710838218087000000,1710838278080000000,1968
FlushQueue.tasksExecuted,1710838218087000000,1710838278080000000,1922
FlushQueue.waitingTimeMaxNs,1710838218087000000,1710838278080000000,5905580031
NonBlockingReadAction.finalizedExecutionsCount,1710838218087000000,1710838278080000000,22
FlushQueue.queueSizeAvg,1710838218087000000,1710838278080000000,8.470343392299688
FlushQueue.waitingTimeAvgNs,1710838218087000000,1710838278080000000,2.9684760500312173E8
NonBlockingReadAction.finalizedExecutionTimeUs,1710838218087000000,1710838278080000000,2011371
FlushQueue.executionTimeMaxNs,1710838218087000000,1710838278080000000,4664066047
AWTEventQueue.dispatchTimeMaxNs,1710838218087000000,1710838278080000000,4664066047
NonBlockingReadAction.failedExecutionsCount,1710838218087000000,1710838278080000000,0
FlushQueue.queueSizeMax,1710838218087000000,1710838278080000000,73
FlushQueue.executionTime90PNs,1710838218087000000,1710838278080000000,2539519
AWTEventQueue.dispatchTime90PNs,1710838218087000000,1710838278080000000,8781823
AWTEventQueue.dispatchTimeAvgNs,1710838218087000000,1710838278080000000,8777114.341463415
FlushQueue.queueSize90P,1710838218087000000,1710838278080000000,36
FlushQueue.waitingTime90PNs,1710838218087000000,1710838278080000000,704643071
NonBlockingReadAction.failedExecutionTimeUs,1710838218087000000,1710838278080000000,0
FlushQueue.executionTimeAvgNs,1710838218087000000,1710838278080000000,5683595.703433923
FilePageCache.pageLoads,1710838278080000000,1710838338083000000,1944
StorageLockContext.competingThreads.90P,1710838278080000000,1710838338083000000,0
StorageLockContext.competingThreads.avg,1710838278080000000,1710838338083000000,0.08403361344537816
DirectByteBufferAllocator.disposed,1710838278080000000,1710838338083000000,0
FilePageCache.capacityInBytes,1710838278080000000,1710838338083000000,524288000
StorageLockContext.competingThreads.max,1710838278080000000,1710838338083000000,2
FilePageCache.pageHits,1710838278080000000,1710838338083000000,712962
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1710838278080000000,1710838338083000000,0
FilePageCache.totalPageLoadsUs,1710838278080000000,1710838338083000000,490987
FilePageCache.pageLoadsAboveSizeThreshold,1710838278080000000,1710838338083000000,0
DirectByteBufferAllocator.misses,1710838278080000000,1710838338083000000,1944
FilePageCache.maxCacheSizeInBytes,1710838278080000000,1710838338083000000,434552832
FilePageCache.totalPageDisposalsUs,1710838278080000000,1710838338083000000,32437
DirectByteBufferAllocator.hits,1710838278080000000,1710838338083000000,0
FilePageCache.disposedBuffers,1710838278080000000,1710838338083000000,0
DirectByteBufferAllocator.reclaimed,1710838278080000000,1710838338083000000,0
FilePageCache.pageFastCacheHits,1710838278080000000,1710838338083000000,19681037
FilePageCache.maxRegisteredFiles,1710838278080000000,1710838338083000000,702
FilePageCache.uncachedFileAccess,1710838278080000000,1710838338083000000,80
FileNameCache.totalMisses,1710838278080000000,1710838338083000000,180021
FileNameCache.queries,1710838278080000000,1710838338083000000,14505186
FileNameCache.fastMisses,1710838278080000000,1710838338083000000,426582
AWTEventQueue.eventsDispatched,1710838278080000000,1710838338083000000,6960
FlushQueue.tasksExecuted,1710838278080000000,1710838338083000000,1745
FlushQueue.waitingTimeMaxNs,1710838278080000000,1710838338083000000,5234491391
NonBlockingReadAction.finalizedExecutionsCount,1710838278080000000,1710838338083000000,83414
FlushQueue.queueSizeAvg,1710838278080000000,1710838338083000000,29.70429799426934
FlushQueue.waitingTimeAvgNs,1710838278080000000,1710838338083000000,6.546769814532951E8
NonBlockingReadAction.finalizedExecutionTimeUs,1710838278080000000,1710838338083000000,254322634
FlushQueue.executionTimeMaxNs,1710838278080000000,1710838338083000000,771751935
AWTEventQueue.dispatchTimeMaxNs,1710838278080000000,1710838338083000000,1879048191
NonBlockingReadAction.failedExecutionsCount,1710838278080000000,1710838338083000000,9
FlushQueue.queueSizeMax,1710838278080000000,1710838338083000000,153
FlushQueue.executionTime90PNs,1710838278080000000,1710838338083000000,7831551
AWTEventQueue.dispatchTime90PNs,1710838278080000000,1710838338083000000,8257535
AWTEventQueue.dispatchTimeAvgNs,1710838278080000000,1710838338083000000,4539917.094827586
FlushQueue.queueSize90P,1710838278080000000,1710838338083000000,119
FlushQueue.waitingTime90PNs,1710838278080000000,1710838338083000000,2013265919
NonBlockingReadAction.failedExecutionTimeUs,1710838278080000000,1710838338083000000,2356798
FlushQueue.executionTimeAvgNs,1710838278080000000,1710838338083000000,5265884.504297994
FilePageCache.pageLoads,1710838338083000000,1710838398084000000,403
StorageLockContext.competingThreads.90P,1710838338083000000,1710838398084000000,0
StorageLockContext.competingThreads.avg,1710838338083000000,1710838398084000000,0.058823529411764705
DirectByteBufferAllocator.disposed,1710838338083000000,1710838398084000000,55
FilePageCache.capacityInBytes,1710838338083000000,1710838398084000000,524288000
StorageLockContext.competingThreads.max,1710838338083000000,1710838398084000000,3
FilePageCache.pageHits,1710838338083000000,1710838398084000000,980935
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1710838338083000000,1710838398084000000,0
FilePageCache.totalPageLoadsUs,1710838338083000000,1710838398084000000,123823
FilePageCache.pageLoadsAboveSizeThreshold,1710838338083000000,1710838398084000000,42
DirectByteBufferAllocator.misses,1710838338083000000,1710838398084000000,445
FilePageCache.maxCacheSizeInBytes,1710838338083000000,1710838398084000000,533520384
FilePageCache.totalPageDisposalsUs,1710838338083000000,1710838398084000000,4578
DirectByteBufferAllocator.hits,1710838338083000000,1710838398084000000,0
FilePageCache.disposedBuffers,1710838338083000000,1710838398084000000,55
DirectByteBufferAllocator.reclaimed,1710838338083000000,1710838398084000000,0
FilePageCache.pageFastCacheHits,1710838338083000000,1710838398084000000,12811982
FilePageCache.maxRegisteredFiles,1710838338083000000,1710838398084000000,702
FilePageCache.uncachedFileAccess,1710838338083000000,1710838398084000000,832
FileNameCache.totalMisses,1710838338083000000,1710838398084000000,31269
FileNameCache.queries,1710838338083000000,1710838398084000000,6422658
FileNameCache.fastMisses,1710838338083000000,1710838398084000000,175183
AWTEventQueue.eventsDispatched,1710838338083000000,1710838398084000000,4897
