# OpenTelemetry Metrics report: .gz, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See BasicCsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FileNameCache.queries,1710840986541000000,1710841046657000000,2895587
FileNameCache.totalMisses,1710840986541000000,1710841046657000000,20369
FileNameCache.fastMisses,1710840986541000000,1710841046657000000,67868
FlushQueue.waitingTimeMaxNs,1710840986541000000,1710841046657000000,4211081215
FlushQueue.executionTimeAvgNs,1710840986541000000,1710841046657000000,1.8221852504347827E7
FlushQueue.queueSizeMax,1710840986541000000,1710841046657000000,111
AWTEventQueue.dispatchTimeMaxNs,1710840986541000000,1710841046657000000,2264924159
FlushQueue.executionTimeMaxNs,1710840986541000000,1710841046657000000,2264924159
AWTEventQueue.dispatchTime90PNs,1710840986541000000,1710841046657000000,32636927
FlushQueue.waitingTimeAvgNs,1710840986541000000,1710841046657000000,1.176526192973913E9
FlushQueue.executionTime90PNs,1710840986541000000,1710841046657000000,22937599
NonBlockingReadAction.finalizedExecutionTimeUs,1710840986541000000,1710841046657000000,14470672
NonBlockingReadAction.failedExecutionTimeUs,1710840986541000000,1710841046657000000,0
FlushQueue.queueSize90P,1710840986541000000,1710841046657000000,78
FlushQueue.queueSizeAvg,1710840986541000000,1710841046657000000,31.361490683229814
NonBlockingReadAction.failedExecutionsCount,1710840986541000000,1710841046657000000,0
FlushQueue.tasksExecuted,1710840986541000000,1710841046657000000,805
NonBlockingReadAction.finalizedExecutionsCount,1710840986541000000,1710841046657000000,148
FlushQueue.waitingTime90PNs,1710840986541000000,1710841046657000000,2986344447
AWTEventQueue.dispatchTimeAvgNs,1710840986541000000,1710841046657000000,1.9696005696629215E7
AWTEventQueue.eventsDispatched,1710840986541000000,1710841046657000000,1424
StorageLockContext.competingThreads.90P,1710840986541000000,1710841046657000000,0
FilePageCache.capacityInBytes,1710840986541000000,1710841046657000000,524288000
FilePageCache.pageLoadsAboveSizeThreshold,1710840986541000000,1710841046657000000,0
FilePageCache.pageHits,1710840986541000000,1710841046657000000,2233
FilePageCache.totalPageLoadsUs,1710840986541000000,1710841046657000000,939524
StorageLockContext.competingThreads.max,1710840986541000000,1710841046657000000,5
DirectByteBufferAllocator.hits,1710840986541000000,1710841046657000000,0
FilePageCache.disposedBuffers,1710840986541000000,1710841046657000000,11
DirectByteBufferAllocator.reclaimed,1710840986541000000,1710841046657000000,0
FilePageCache.pageFastCacheHits,1710840986541000000,1710841046657000000,1020600
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1710840986541000000,1710841046657000000,0
FilePageCache.maxCacheSizeInBytes,1710840986541000000,1710841046657000000,294780928
FilePageCache.pageLoads,1710840986541000000,1710841046657000000,426
FilePageCache.uncachedFileAccess,1710840986541000000,1710841046657000000,317
FilePageCache.totalPageDisposalsUs,1710840986541000000,1710841046657000000,21981
DirectByteBufferAllocator.misses,1710840986541000000,1710841046657000000,426
FilePageCache.maxRegisteredFiles,1710840986541000000,1710841046657000000,924
StorageLockContext.competingThreads.avg,1710840986541000000,1710841046657000000,0.07228915662650602
DirectByteBufferAllocator.disposed,1710840986541000000,1710841046657000000,11
FileNameCache.queries,1710841046657000000,1710841106560000000,12243628
FileNameCache.totalMisses,1710841046657000000,1710841106560000000,141163
FileNameCache.fastMisses,1710841046657000000,1710841106560000000,320809
FlushQueue.waitingTimeMaxNs,1710841046657000000,1710841106560000000,45365592063
