# OpenTelemetry Metrics report: .gz, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See BasicCsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
DirectByteBufferAllocator.reclaimed,1710322355173000000,1710322415322000000,0
FilePageCache.capacityInBytes,1710322355173000000,1710322415322000000,524288000
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1710322355173000000,1710322415322000000,0
StorageLockContext.competingThreads.90P,1710322355173000000,1710322415322000000,0
StorageLockContext.competingThreads.avg,1710322355173000000,1710322415322000000,0.2672413793103448
FilePageCache.totalPageDisposalsUs,1710322355173000000,1710322415322000000,34507
StorageLockContext.competingThreads.max,1710322355173000000,1710322415322000000,9
FilePageCache.pageFastCacheHits,1710322355173000000,1710322415322000000,7213798
FilePageCache.pageLoads,1710322355173000000,1710322415322000000,4555
FilePageCache.uncachedFileAccess,1710322355173000000,1710322415322000000,376
FilePageCache.maxRegisteredFiles,1710322355173000000,1710322415322000000,936
DirectByteBufferAllocator.disposed,1710322355173000000,1710322415322000000,3373
FilePageCache.disposedBuffers,1710322355173000000,1710322415322000000,3373
FilePageCache.pageLoadsAboveSizeThreshold,1710322355173000000,1710322415322000000,0
DirectByteBufferAllocator.misses,1710322355173000000,1710322415322000000,4555
FilePageCache.totalPageLoadsUs,1710322355173000000,1710322415322000000,996986
FilePageCache.pageHits,1710322355173000000,1710322415322000000,49199
FilePageCache.maxCacheSizeInBytes,1710322355173000000,1710322415322000000,339558400
DirectByteBufferAllocator.hits,1710322355173000000,1710322415322000000,0
NonBlockingReadAction.failedExecutionsCount,1710322355173000000,1710322415322000000,8
FlushQueue.queueSizeMax,1710322355173000000,1710322415322000000,271
AWTEventQueue.dispatchTimeMaxNs,1710322355173000000,1710322415322000000,2483027967
AWTEventQueue.eventsDispatched,1710322355173000000,1710322415322000000,2799
FlushQueue.queueSizeAvg,1710322355173000000,1710322415322000000,62.949529512403764
FlushQueue.queueSize90P,1710322355173000000,1710322415322000000,218
FlushQueue.waitingTimeAvgNs,1710322355173000000,1710322415322000000,1.8611628192985458E9
NonBlockingReadAction.finalizedExecutionTimeUs,1710322355173000000,1710322415322000000,60730751
NonBlockingReadAction.finalizedExecutionsCount,1710322355173000000,1710322415322000000,4739
NonBlockingReadAction.failedExecutionTimeUs,1710322355173000000,1710322415322000000,1089156
FlushQueue.executionTimeAvgNs,1710322355173000000,1710322415322000000,1.0435197214285715E7
FlushQueue.waitingTime90PNs,1710322355173000000,1710322415322000000,6710886399
AWTEventQueue.dispatchTimeAvgNs,1710322355173000000,1710322415322000000,1.701087438656663E7
FlushQueue.executionTimeMaxNs,1710322355173000000,1710322415322000000,2432696319
FlushQueue.waitingTimeMaxNs,1710322355173000000,1710322415322000000,11341398015
FlushQueue.tasksExecuted,1710322355173000000,1710322415322000000,2338
AWTEventQueue.dispatchTime90PNs,1710322355173000000,1710322415322000000,25690111
FlushQueue.executionTime90PNs,1710322355173000000,1710322415322000000,9240575
FileNameCache.totalMisses,1710322355173000000,1710322415322000000,135693
FileNameCache.queries,1710322355173000000,1710322415322000000,9185320
