# OpenTelemetry Metrics report: .gz, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See BasicCsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.totalPageDisposalsUs,1710326204498000000,1710326264627000000,40764
FilePageCache.maxRegisteredFiles,1710326204498000000,1710326264627000000,682
FilePageCache.disposedBuffers,1710326204498000000,1710326264627000000,3032
FilePageCache.pageFastCacheHits,1710326204498000000,1710326264627000000,2322557
FilePageCache.capacityInBytes,1710326204498000000,1710326264627000000,524288000
StorageLockContext.competingThreads.max,1710326204498000000,1710326264627000000,8
FilePageCache.uncachedFileAccess,1710326204498000000,1710326264627000000,187
DirectByteBufferAllocator.disposed,1710326204498000000,1710326264627000000,3032
FilePageCache.pageHits,1710326204498000000,1710326264627000000,45300
StorageLockContext.competingThreads.avg,1710326204498000000,1710326264627000000,0.06896551724137931
FilePageCache.totalPageLoadsUs,1710326204498000000,1710326264627000000,605696
FilePageCache.maxCacheSizeInBytes,1710326204498000000,1710326264627000000,330653696
DirectByteBufferAllocator.reclaimed,1710326204498000000,1710326264627000000,0
DirectByteBufferAllocator.misses,1710326204498000000,1710326264627000000,4017
FilePageCache.pageLoads,1710326204498000000,1710326264627000000,4016
StorageLockContext.competingThreads.90P,1710326204498000000,1710326264627000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1710326204498000000,1710326264627000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1710326204498000000,1710326264627000000,0
DirectByteBufferAllocator.hits,1710326204498000000,1710326264627000000,0
FileNameCache.fastMisses,1710326204498000000,1710326264627000000,19080
FileNameCache.totalMisses,1710326204498000000,1710326264627000000,4443
FileNameCache.queries,1710326204498000000,1710326264627000000,1564181
FlushQueue.waitingTimeMaxNs,1710326204498000000,1710326264627000000,9261023231
AWTEventQueue.dispatchTimeAvgNs,1710326204498000000,1710326264627000000,1.7699475891891893E7
FlushQueue.executionTimeMaxNs,1710326204498000000,1710326264627000000,8556380159
FlushQueue.executionTimeAvgNs,1710326204498000000,1710326264627000000,1.369528805031056E7
NonBlockingReadAction.failedExecutionsCount,1710326204498000000,1710326264627000000,1
AWTEventQueue.eventsDispatched,1710326204498000000,1710326264627000000,1887
FlushQueue.executionTime90PNs,1710326204498000000,1710326264627000000,5767167
NonBlockingReadAction.failedExecutionTimeUs,1710326204498000000,1710326264627000000,19802
FlushQueue.queueSize90P,1710326204498000000,1710326264627000000,115
FlushQueue.waitingTime90PNs,1710326204498000000,1710326264627000000,3388997631
AWTEventQueue.dispatchTime90PNs,1710326204498000000,1710326264627000000,16777215
FlushQueue.queueSizeMax,1710326204498000000,1710326264627000000,179
NonBlockingReadAction.finalizedExecutionsCount,1710326204498000000,1710326264627000000,63
NonBlockingReadAction.finalizedExecutionTimeUs,1710326204498000000,1710326264627000000,2270987
FlushQueue.waitingTimeAvgNs,1710326204498000000,1710326264627000000,1.0922857473018634E9
FlushQueue.queueSizeAvg,1710326204498000000,1710326264627000000,32.93416149068323
AWTEventQueue.dispatchTimeMaxNs,1710326204498000000,1710326264627000000,8589934591
FlushQueue.tasksExecuted,1710326204498000000,1710326264627000000,1610
FilePageCache.totalPageDisposalsUs,1710326264627000000,1710326324629000000,19693
FilePageCache.maxRegisteredFiles,1710326264627000000,1710326324629000000,702
FilePageCache.disposedBuffers,1710326264627000000,1710326324629000000,0
FilePageCache.pageFastCacheHits,1710326264627000000,1710326324629000000,3023767
FilePageCache.capacityInBytes,1710326264627000000,1710326324629000000,524288000
StorageLockContext.competingThreads.max,1710326264627000000,1710326324629000000,0
FilePageCache.uncachedFileAccess,1710326264627000000,1710326324629000000,45
DirectByteBufferAllocator.disposed,1710326264627000000,1710326324629000000,0
FilePageCache.pageHits,1710326264627000000,1710326324629000000,77795
