# OpenTelemetry Metrics report: .gz, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See BasicCsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FileNameCache.fastMisses,1710659704660000000,1710659764713000000,307420
FileNameCache.queries,1710659704660000000,1710659764713000000,8884954
FileNameCache.totalMisses,1710659704660000000,1710659764713000000,134708
FlushQueue.queueSizeAvg,1710659704660000000,1710659764713000000,359.6216533583842
FlushQueue.waitingTime90PNs,1710659704660000000,1710659764713000000,3707764735
AWTEventQueue.dispatchTimeMaxNs,1710659704660000000,1710659764713000000,5368709119
FlushQueue.executionTimeMaxNs,1710659704660000000,1710659764713000000,5268045823
AWTEventQueue.eventsDispatched,1710659704660000000,1710659764713000000,2658
FlushQueue.executionTime90PNs,1710659704660000000,1710659764713000000,4423679
NonBlockingReadAction.failedExecutionsCount,1710659704660000000,1710659764713000000,25
FlushQueue.queueSize90P,1710659704660000000,1710659764713000000,1019
FlushQueue.executionTimeAvgNs,1710659704660000000,1710659764713000000,6779624.049788633
FlushQueue.waitingTimeMaxNs,1710659704660000000,1710659764713000000,5905580031
AWTEventQueue.dispatchTime90PNs,1710659704660000000,1710659764713000000,26214399
NonBlockingReadAction.finalizedExecutionTimeUs,1710659704660000000,1710659764713000000,69510672
NonBlockingReadAction.finalizedExecutionsCount,1710659704660000000,1710659764713000000,3298
NonBlockingReadAction.failedExecutionTimeUs,1710659704660000000,1710659764713000000,2941556
FlushQueue.tasksExecuted,1710659704660000000,1710659764713000000,4258
FlushQueue.waitingTimeAvgNs,1710659704660000000,1710659764713000000,9.228714555941757E8
FlushQueue.queueSizeMax,1710659704660000000,1710659764713000000,1319
AWTEventQueue.dispatchTimeAvgNs,1710659704660000000,1710659764713000000,1.8042296746425886E7
FilePageCache.disposedBuffers,1710659704660000000,1710659764713000000,233
FilePageCache.pageLoadsAboveSizeThreshold,1710659704660000000,1710659764713000000,0
DirectByteBufferAllocator.hits,1710659704660000000,1710659764713000000,0
FilePageCache.maxCacheSizeInBytes,1710659704660000000,1710659764713000000,323723264
FilePageCache.pageFastCacheHits,1710659704660000000,1710659764713000000,5172385
FilePageCache.pageLoads,1710659704660000000,1710659764713000000,1205
DirectByteBufferAllocator.disposed,1710659704660000000,1710659764713000000,233
FilePageCache.capacityInBytes,1710659704660000000,1710659764713000000,524288000
StorageLockContext.competingThreads.avg,1710659704660000000,1710659764713000000,0.09482758620689655
FilePageCache.totalPageDisposalsUs,1710659704660000000,1710659764713000000,18774
FilePageCache.uncachedFileAccess,1710659704660000000,1710659764713000000,400
DirectByteBufferAllocator.reclaimed,1710659704660000000,1710659764713000000,0
FilePageCache.pageHits,1710659704660000000,1710659764713000000,3614
FilePageCache.maxRegisteredFiles,1710659704660000000,1710659764713000000,936
FilePageCache.totalPageLoadsUs,1710659704660000000,1710659764713000000,715542
DirectByteBufferAllocator.misses,1710659704660000000,1710659764713000000,1205
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1710659704660000000,1710659764713000000,0
StorageLockContext.competingThreads.max,1710659704660000000,1710659764713000000,9
StorageLockContext.competingThreads.90P,1710659704660000000,1710659764713000000,0
FileNameCache.fastMisses,1710659764713000000,1710659765972000000,574
FileNameCache.queries,1710659764713000000,1710659765972000000,61786
FileNameCache.totalMisses,1710659764713000000,1710659765972000000,200
