# OpenTelemetry Metrics report: .gz, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See BasicCsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.executionTime90PNs,1714128779761000000,1714128839799000000,4177919
NonBlockingReadAction.finalizedExecutionTimeUs,1714128779761000000,1714128839799000000,8623006
AWTEventQueue.eventsDispatched,1714128779761000000,1714128839799000000,5485
AWTEventQueue.dispatchTimeAvgNs,1714128779761000000,1714128839799000000,8199514.623883318
FlushQueue.waitingTimeMaxNs,1714128779761000000,1714128839799000000,8589934591
FlushQueue.executionTimeAvgNs,1714128779761000000,1714128839799000000,6331194.35510338
NonBlockingReadAction.failedExecutionTimeUs,1714128779761000000,1714128839799000000,20909
AWTEventQueue.dispatchTime90PNs,1714128779761000000,1714128839799000000,10158079
AWTEventQueue.dispatchTimeMaxNs,1714128779761000000,1714128839799000000,2147483647
FlushQueue.tasksExecuted,1714128779761000000,1714128839799000000,3047
NonBlockingReadAction.failedExecutionsCount,1714128779761000000,1714128839799000000,1
FlushQueue.queueSizeAvg,1714128779761000000,1714128839799000000,338.3574007220217
FlushQueue.waitingTimeAvgNs,1714128779761000000,1714128839799000000,3.0080432973902197E9
NonBlockingReadAction.finalizedExecutionsCount,1714128779761000000,1714128839799000000,96
FlushQueue.queueSizeMax,1714128779761000000,1714128839799000000,1079
FlushQueue.waitingTime90PNs,1714128779761000000,1714128839799000000,5637144575
FlushQueue.queueSize90P,1714128779761000000,1714128839799000000,879
FlushQueue.executionTimeMaxNs,1714128779761000000,1714128839799000000,2139095039
FileNameCache.totalMisses,1714128779761000000,1714128839799000000,136415
FileNameCache.queries,1714128779761000000,1714128839799000000,7532500
FileNameCache.fastMisses,1714128779761000000,1714128839799000000,320910
FilePageCache.totalPageLoadsUs,1714128779761000000,1714128839799000000,756375
DirectByteBufferAllocator.misses,1714128779761000000,1714128839799000000,1547
FilePageCache.pageHits,1714128779761000000,1714128839799000000,95058
FilePageCache.capacityInBytes,1714128779761000000,1714128839799000000,524288000
FilePageCache.uncachedFileAccess,1714128779761000000,1714128839799000000,321
FilePageCache.disposedBuffers,1714128779761000000,1714128839799000000,119
FilePageCache.maxRegisteredFiles,1714128779761000000,1714128839799000000,715
DirectByteBufferAllocator.disposed,1714128779761000000,1714128839799000000,119
FilePageCache.pageLoads,1714128779761000000,1714128839799000000,1547
FilePageCache.maxCacheSizeInBytes,1714128779761000000,1714128839799000000,330285056
DirectByteBufferAllocator.hits,1714128779761000000,1714128839799000000,0
FilePageCache.totalPageDisposalsUs,1714128779761000000,1714128839799000000,22765
StorageLockContext.competingThreads.90P,1714128779761000000,1714128839799000000,0
DirectByteBufferAllocator.reclaimed,1714128779761000000,1714128839799000000,0
FilePageCache.pageFastCacheHits,1714128779761000000,1714128839799000000,2768389
StorageLockContext.competingThreads.max,1714128779761000000,1714128839799000000,0
StorageLockContext.competingThreads.avg,1714128779761000000,1714128839799000000,0.0
FilePageCache.pageLoadsAboveSizeThreshold,1714128779761000000,1714128839799000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1714128779761000000,1714128839799000000,0
FlushQueue.executionTime90PNs,1714128839799000000,1714128899364000000,6979583
NonBlockingReadAction.finalizedExecutionTimeUs,1714128839799000000,1714128899364000000,12428170
AWTEventQueue.eventsDispatched,1714128839799000000,1714128899364000000,211
AWTEventQueue.dispatchTimeAvgNs,1714128839799000000,1714128899364000000,8132000.37914692
FlushQueue.waitingTimeMaxNs,1714128839799000000,1714128899364000000,183500799
FlushQueue.executionTimeAvgNs,1714128839799000000,1714128899364000000,4504932.982954546
NonBlockingReadAction.failedExecutionTimeUs,1714128839799000000,1714128899364000000,0
AWTEventQueue.dispatchTime90PNs,1714128839799000000,1714128899364000000,27918335
AWTEventQueue.dispatchTimeMaxNs,1714128839799000000,1714128899364000000,145752063
FlushQueue.tasksExecuted,1714128839799000000,1714128899364000000,176
NonBlockingReadAction.failedExecutionsCount,1714128839799000000,1714128899364000000,0
FlushQueue.queueSizeAvg,1714128839799000000,1714128899364000000,12.630681818181818
FlushQueue.waitingTimeAvgNs,1714128839799000000,1714128899364000000,5.882423490909091E7
NonBlockingReadAction.finalizedExecutionsCount,1714128839799000000,1714128899364000000,21
FlushQueue.queueSizeMax,1714128839799000000,1714128899364000000,46
FlushQueue.waitingTime90PNs,1714128839799000000,1714128899364000000,149946367
FlushQueue.queueSize90P,1714128839799000000,1714128899364000000,32
FlushQueue.executionTimeMaxNs,1714128839799000000,1714128899364000000,110100479
FileNameCache.totalMisses,1714128839799000000,1714128899364000000,168
FileNameCache.queries,1714128839799000000,1714128899364000000,54920
FileNameCache.fastMisses,1714128839799000000,1714128899364000000,647
FilePageCache.totalPageLoadsUs,1714128839799000000,1714128899364000000,121058
DirectByteBufferAllocator.misses,1714128839799000000,1714128899364000000,133
