# OpenTelemetry Metrics report: .gz, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See BasicCsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
DirectByteBufferAllocator.disposed,1710323765275000000,1710323825320000000,3392
FilePageCache.pageHits,1710323765275000000,1710323825320000000,44621
StorageLockContext.competingThreads.avg,1710323765275000000,1710323825320000000,0.0603448275862069
DirectByteBufferAllocator.reclaimed,1710323765275000000,1710323825320000000,0
FilePageCache.pageLoads,1710323765275000000,1710323825320000000,4487
FilePageCache.pageLoadsAboveSizeThreshold,1710323765275000000,1710323825320000000,0
FilePageCache.uncachedFileAccess,1710323765275000000,1710323825320000000,355
DirectByteBufferAllocator.hits,1710323765275000000,1710323825320000000,0
StorageLockContext.competingThreads.90P,1710323765275000000,1710323825320000000,0
FilePageCache.totalPageLoadsUs,1710323765275000000,1710323825320000000,926626
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1710323765275000000,1710323825320000000,0
StorageLockContext.competingThreads.max,1710323765275000000,1710323825320000000,4
FilePageCache.pageFastCacheHits,1710323765275000000,1710323825320000000,6374589
FilePageCache.maxCacheSizeInBytes,1710323765275000000,1710323825320000000,297230336
FilePageCache.maxRegisteredFiles,1710323765275000000,1710323825320000000,936
DirectByteBufferAllocator.misses,1710323765275000000,1710323825320000000,4487
FilePageCache.capacityInBytes,1710323765275000000,1710323825320000000,524288000
FilePageCache.totalPageDisposalsUs,1710323765275000000,1710323825320000000,41325
FilePageCache.disposedBuffers,1710323765275000000,1710323825320000000,3392
NonBlockingReadAction.finalizedExecutionsCount,1710323765275000000,1710323825320000000,252
FlushQueue.executionTimeAvgNs,1710323765275000000,1710323825320000000,1.1525863189159695E7
AWTEventQueue.dispatchTime90PNs,1710323765275000000,1710323825320000000,31850495
FlushQueue.queueSizeAvg,1710323765275000000,1710323825320000000,123.8424881775191
NonBlockingReadAction.failedExecutionsCount,1710323765275000000,1710323825320000000,4
FlushQueue.queueSizeMax,1710323765275000000,1710323825320000000,499
NonBlockingReadAction.finalizedExecutionTimeUs,1710323765275000000,1710323825320000000,10043845
FlushQueue.waitingTimeAvgNs,1710323765275000000,1710323825320000000,2.0065899289268825E9
FlushQueue.queueSize90P,1710323765275000000,1710323825320000000,301
FlushQueue.executionTimeMaxNs,1710323765275000000,1710323825320000000,9261023231
AWTEventQueue.dispatchTimeMaxNs,1710323765275000000,1710323825320000000,9261023231
FlushQueue.waitingTimeMaxNs,1710323765275000000,1710323825320000000,9730785279
FlushQueue.tasksExecuted,1710323765275000000,1710323825320000000,2749
NonBlockingReadAction.failedExecutionTimeUs,1710323765275000000,1710323825320000000,2322418
AWTEventQueue.eventsDispatched,1710323765275000000,1710323825320000000,2362
FlushQueue.waitingTime90PNs,1710323765275000000,1710323825320000000,4529848319
AWTEventQueue.dispatchTimeAvgNs,1710323765275000000,1710323825320000000,2.211236784419983E7
FlushQueue.executionTime90PNs,1710323765275000000,1710323825320000000,7766015
FileNameCache.fastMisses,1710323765275000000,1710323825320000000,301618
FileNameCache.totalMisses,1710323765275000000,1710323825320000000,133001
FileNameCache.queries,1710323765275000000,1710323825320000000,8529498
DirectByteBufferAllocator.disposed,1710323825320000000,1710323885327000000,0
FilePageCache.pageHits,1710323825320000000,1710323885327000000,642004
StorageLockContext.competingThreads.avg,1710323825320000000,1710323885327000000,0.058823529411764705
DirectByteBufferAllocator.reclaimed,1710323825320000000,1710323885327000000,0
FilePageCache.pageLoads,1710323825320000000,1710323885327000000,895
FilePageCache.pageLoadsAboveSizeThreshold,1710323825320000000,1710323885327000000,0
FilePageCache.uncachedFileAccess,1710323825320000000,1710323885327000000,57
DirectByteBufferAllocator.hits,1710323825320000000,1710323885327000000,0
StorageLockContext.competingThreads.90P,1710323825320000000,1710323885327000000,0
FilePageCache.totalPageLoadsUs,1710323825320000000,1710323885327000000,225005
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1710323825320000000,1710323885327000000,0
StorageLockContext.competingThreads.max,1710323825320000000,1710323885327000000,2
FilePageCache.pageFastCacheHits,1710323825320000000,1710323885327000000,19994003
FilePageCache.maxCacheSizeInBytes,1710323825320000000,1710323885327000000,421085184
FilePageCache.maxRegisteredFiles,1710323825320000000,1710323885327000000,936
