# OpenTelemetry Metrics report: .gz, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See BasicCsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
NonBlockingReadAction.failedExecutionTimeUs,1710659807847000000,1710659863443000000,1837756
NonBlockingReadAction.finalizedExecutionsCount,1710659807847000000,1710659863443000000,59
NonBlockingReadAction.failedExecutionsCount,1710659807847000000,1710659863443000000,2
NonBlockingReadAction.finalizedExecutionTimeUs,1710659807847000000,1710659863443000000,4329502
FilePageCache.pageLoads,1710659807847000000,1710659863443000000,1079
DirectByteBufferAllocator.disposed,1710659807847000000,1710659863443000000,1079
StorageLockContext.competingThreads.max,1710659807847000000,1710659863443000000,7
FilePageCache.pageHits,1710659807847000000,1710659863443000000,125941
FilePageCache.totalPageLoadsUs,1710659807847000000,1710659863443000000,520948
StorageLockContext.competingThreads.avg,1710659807847000000,1710659863443000000,0.0660377358490566
FilePageCache.pageLoadsAboveSizeThreshold,1710659807847000000,1710659863443000000,0
FilePageCache.maxCacheSizeInBytes,1710659807847000000,1710659863443000000,297836544
FilePageCache.disposedBuffers,1710659807847000000,1710659863443000000,1079
FilePageCache.totalPageDisposalsUs,1710659807847000000,1710659863443000000,27647
StorageLockContext.competingThreads.90P,1710659807847000000,1710659863443000000,0
FilePageCache.uncachedFileAccess,1710659807847000000,1710659863443000000,261
DirectByteBufferAllocator.hits,1710659807847000000,1710659863443000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1710659807847000000,1710659863443000000,0
FilePageCache.capacityInBytes,1710659807847000000,1710659863443000000,524288000
FilePageCache.maxRegisteredFiles,1710659807847000000,1710659863443000000,702
DirectByteBufferAllocator.misses,1710659807847000000,1710659863443000000,1079
DirectByteBufferAllocator.reclaimed,1710659807847000000,1710659863443000000,0
FilePageCache.pageFastCacheHits,1710659807847000000,1710659863443000000,2665850
FileNameCache.totalMisses,1710659807847000000,1710659863443000000,134003
FileNameCache.fastMisses,1710659807847000000,1710659863443000000,366617
FileNameCache.queries,1710659807847000000,1710659863443000000,8345014
