# OpenTelemetry Metrics report: .gz, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See BasicCsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.pageLoads,1710659769621000000,1710659805054000000,919
StorageLockContext.competingThreads.avg,1710659769621000000,1710659805054000000,0.07462686567164178
StorageLockContext.competingThreads.max,1710659769621000000,1710659805054000000,5
DirectByteBufferAllocator.hits,1710659769621000000,1710659805054000000,0
DirectByteBufferAllocator.misses,1710659769621000000,1710659805054000000,919
FilePageCache.totalPageDisposalsUs,1710659769621000000,1710659805054000000,22915
FilePageCache.maxRegisteredFiles,1710659769621000000,1710659805054000000,678
DirectByteBufferAllocator.reclaimed,1710659769621000000,1710659805054000000,0
FilePageCache.capacityInBytes,1710659769621000000,1710659805054000000,524288000
FilePageCache.totalPageLoadsUs,1710659769621000000,1710659805054000000,642144
FilePageCache.disposedBuffers,1710659769621000000,1710659805054000000,895
FilePageCache.pageHits,1710659769621000000,1710659805054000000,44416
FilePageCache.pageLoadsAboveSizeThreshold,1710659769621000000,1710659805054000000,0
FilePageCache.uncachedFileAccess,1710659769621000000,1710659805054000000,161
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1710659769621000000,1710659805054000000,0
DirectByteBufferAllocator.disposed,1710659769621000000,1710659805054000000,895
FilePageCache.pageFastCacheHits,1710659769621000000,1710659805054000000,832810
FilePageCache.maxCacheSizeInBytes,1710659769621000000,1710659805054000000,287432704
StorageLockContext.competingThreads.90P,1710659769621000000,1710659805054000000,0
NonBlockingReadAction.finalizedExecutionsCount,1710659769621000000,1710659805054000000,37
AWTEventQueue.eventsDispatched,1710659769621000000,1710659805054000000,1013
FlushQueue.waitingTime90PNs,1710659769621000000,1710659805054000000,5100273663
NonBlockingReadAction.failedExecutionTimeUs,1710659769621000000,1710659805054000000,0
FlushQueue.executionTimeMaxNs,1710659769621000000,1710659805054000000,4664066047
FlushQueue.executionTimeAvgNs,1710659769621000000,1710659805054000000,2.1560831665183537E7
FlushQueue.queueSize90P,1710659769621000000,1710659805054000000,117
FlushQueue.queueSizeAvg,1710659769621000000,1710659805054000000,57.83203559510567
AWTEventQueue.dispatchTimeMaxNs,1710659769621000000,1710659805054000000,4664066047
FlushQueue.tasksExecuted,1710659769621000000,1710659805054000000,899
AWTEventQueue.dispatchTime90PNs,1710659769621000000,1710659805054000000,53215231
FlushQueue.executionTime90PNs,1710659769621000000,1710659805054000000,20578303
FlushQueue.queueSizeMax,1710659769621000000,1710659805054000000,139
FlushQueue.waitingTimeAvgNs,1710659769621000000,1710659805054000000,1.8372608274794216E9
NonBlockingReadAction.failedExecutionsCount,1710659769621000000,1710659805054000000,0
AWTEventQueue.dispatchTimeAvgNs,1710659769621000000,1710659805054000000,3.0760028825271472E7
NonBlockingReadAction.finalizedExecutionTimeUs,1710659769621000000,1710659805054000000,3517708
FlushQueue.waitingTimeMaxNs,1710659769621000000,1710659805054000000,5704253439
FileNameCache.fastMisses,1710659769621000000,1710659805054000000,99908
FileNameCache.totalMisses,1710659769621000000,1710659805054000000,37625
FileNameCache.queries,1710659769621000000,1710659805054000000,2692758
